# SGY_fanqie: Database of Guangyun (廣韻) 3,874 Xiaoyun Representative Characters
#
# Version: 1.1.0
# Date: 6 June 2026
# Last modified: 16 July 2026
#
# Copyright (c) 2026 IKEDA Shoju (Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# CSV Format information:
#
# hanzi                  Chinese character headword in Guangyun (廣韻の見出し字)
# hanzi_alt              Chinese character headword in Qieyun (切韻の見出し字)
# fanqie                 Fanqie in Guangyun (廣韻反切)
# fanqie_alt             Fanqie in Qieyun (切韻反切)
# entry_no               Serial entry number
# fanqie_note            Textual notes on differences among Qieyun系 documents (Qieyun, Wang I/II/III, Tangyun, Guangyun, etc.)
# volume_rhyme_yunmu_raw Volume, sequence number, and rhyme in Guangyun (廣韻の巻・序数・韻)
# volume_rhyme_yunmu     Volume, sequence number, and rhyme in Qieyun (切韻の巻・序数・韻)
# word_id                Location of the character in Guangyun (廣韻所在); corresponding ID in sbgy.xml (8-digit number excluding 'w' prefix)
# wuyun                  Traditional Five Tones classification (五音: 舌音, 唇音, etc.)
# qingzhuo               Fourfold classification of voicing (清濁: 全清, 次清, 全濁, 次濁)
# shengmu                Initial consonant (声母) based on the Thirty-Six Initials (三十六字母) system (Song Dynasty style)
# shengmu_deng           Initial consonant with division (等) number
#
# Features:
# This dataset features an independent initial consonant (声母) classification system
# separate from sbgy.xml and Guangyun.csv (see wuyun / qingzhuo / shengmu / shengmu_deng above).
# The 'fanqie_note' column enables comparative analysis with various Qieyun-lineage primary sources.
#
# Data Quality Notes:
# - The following columns present in earlier working versions of this file were derived
#   from non-original (third-party) data and have been removed as of this revision:
#   rhyme_num, tone_volume_code, rhyme_id, entry_index, entry_subindex,
#   she_kaihe_deng, fanqie_marked.
# - This dataset was compiled and revised intermittently over more than a decade.
#   During that process, a linking error caused misalignment in the 'fanqie_note'
#   column. The affected entries have been corrected to the extent currently possible,
#   but a full, systematic verification of 'fanqie_note' across the entire dataset
#   has not yet been completed. Users should treat 'fanqie_note' with corresponding
#   caution until this review is finished.
hanzi,hanzi_alt,fanqie,fanqie_alt,entry_no,fanqie_note,volume_rhyme_yunmu_raw,volume_rhyme_yunmu,word_id,wuyun,qingzhuo,shengmu,shengmu_deng
餧,餧,於僞,於僞,2222,王2 王3 P3696-2 広 於〔〕 王1 ,4:5:寘,4:05:寘,406a0206,喉音,全清,影,影合B
觖,觖,窺瑞,窺瑞,2223,王1 王2 王3 P3696-2 広 ,4:5:寘,4:05:寘,406a0205,牙音,次清,溪,溪合A
僞,僞,危睡,危賜,2224,王2 王3 P3696-2 危䞈 王1 危睡 広 ,4:5:寘,4:05:寘,406a0304,牙音,清濁,疑,疑合B
恚,恚,於避,於避,2225,王1 王2 王3 P3696-2 広 ,4:5:寘,4:05:寘,406a0401,喉音,全清,影,影合A
睡,睡,是僞,是僞,2226,王1 王2 王3 P3696-2 広 ,4:5:寘,4:05:寘,406a0403,齒音,全濁,禪,常合3
馶,馶,居企,舉企,2227,王1 王3 P3696-2 勁賜 王2 翨 居企 広 ,4:5:寘,4:05:寘,406a0503,牙音,全清,見,見開A
䄲,䄲,而瑞,而睡,2228,王1 王2 王3 而〔〕 P3696-2 而瑞 広 ,4:5:寘,4:05:寘,406a0601,半齒音,清濁,日,日合3
娷,娷,竹恚,竹恚,2229,王1 王3 広 置睡 王2 諈,4:5:寘,4:05:寘,406a0605,舌音,全清,知,端合3
毀,毀,況僞,況僞,2230,広 ナシ 王1 王2 王3,4:5:寘,4:05:寘,406a0305,喉音,全清,曉,曉合A
瞡,瞡,規恚,規恚,2231,広 ナシ 王1 王2 王3,4:5:寘,4:05:寘,406a0803,牙音,全清,見,見合A
諉,諉,女恚,女恚,2232,王1 王3 広 女睡 王2 ,4:5:寘,4:05:寘,406a0706,舌音,清濁,孃,泥合3
卶,卶,充豉,充豉,2233,王1 王3 広 ナシ 王2 ,4:5:寘,4:05:寘,406a0602,齒音,次清,穿三,昌開3
䅗,䅗,思累,思累,2234,#N/A,4:5:寘,4:05:寘,406a0603,齒音,全清,心,心合4
瓗,瓗,以睡,以睡,2235,王1 王3 広 ナシ 王2 ,4:5:寘,4:05:寘,406a0702,喉音,清濁,喩,羊合4
,縻,,靡寄,2236,#N/A,,4:05:寘,,,,,明B
𧙁,𧙁,爭義,爭義,2237,王2  広 ナシ 王1 王3,4:5:寘,4:05:寘,406a0804,齒音,全清,照二,莊開2
㞆,㞆,卿義,卿義,2238,王2  広 ナシ 王1 王3,4:5:寘,4:05:寘,406a0901,牙音,次清,溪,溪開B
孈,孈,呼恚,呼恚,2239,王2  広 ナシ 王1 王3,4:5:寘,4:05:寘,406a0806,喉音,全清,曉,曉合A
至,至,脂利,脂利,2240,王3 廣 旨利 王2/ 王1 王2 王3 P2017 P3696-2 之利 廣,4:6:至,4:06:至,406a1001,齒音,全清,照三,章開3
位,位,于愧,洧冀,2241,王1 王2 王3 于愧 広 ,4:6:至,4:06:至,406b0302,喉音,清濁,于,于合B
郿,郿,明祕,美祕,2242,王1 王2 王3 明祕 広 ,4:6:至,4:06:至,406b0303,唇音,清濁,明,明B
遂,遂,徐醉,徐醉,2243,王1 王2 王3 広 ,4:6:至,4:06:至,406b0501,齒音,全濁,邪,邪合4
醉,醉,將遂,將遂,2244,王1 王2 王3 広 ,4:6:至,4:06:至,406b1001,齒音,全清,精,精合4
邃,邃,雖遂,雖遂,2245,王1 王2 王3 広 ,4:6:至,4:06:至,406b1003,齒音,全清,心,心合4
類,類,力遂,力遂,2246,王1 王2 王3 広 ,4:6:至,4:06:至,407a0204,半舌音,清濁,來,來合3
祕,祕,兵媚,鄙媚,2247,王1 王2 王3 兵媚 広 ,4:6:至,4:06:至,407a0404,,,幫,幫B
匱,匱,求位,逵位,2248,王1 王2 王3 求位 広 ,4:6:至,4:06:至,407a0608,牙音,全濁,羣,羣合B
濞,濞,匹備,匹備,2249,王1 王2 王3 広 ,4:6:至,4:06:至,407a0807,唇音,次清,滂,滂B
備,備,平祕,平祕,2250,王1 王2 王3 広 ,4:6:至,4:06:至,407a0906,唇音,全濁,並,並B
媿,愧,倶位,軌位,2251,#N/A,4:6:至,4:06:至,407b0204,牙音,全清,見,見合B
帥,帥,所類,所類,2252,王1 王2 王3 広 ,4:6:至,4:06:至,407b0302,齒音,全清,審二,生合2
喟,喟,丘愧,丘愧,2253,王1 王2 王3 広 ,4:6:至,4:06:至,407b0304,牙音,次清,溪,溪合B
豷,豷,許位,許位,2254,王2  広 許偽 王1 王3,4:6:至,4:06:至,407b0501,喉音,全清,曉,曉合B
嗜,嗜,常利,常利,2255,王1 王2 王3 広 ,4:6:至,4:06:至,407b0503,齒音,全濁,禪,常開3
利,利,力至,力至,2256,王1 王2 王3 広 ,4:6:至,4:06:至,407b0603,半舌音,清濁,來,來開3
膩,膩,女利,女利,2257,王1 王2 王3 広 ,4:6:至,4:06:至,407b0904,舌音,清濁,孃,泥開3
劓,劓,魚器,魚器,2258,王1 王2 王3 広 ,4:6:至,4:06:至,407b1002,牙音,清濁,疑,疑開B
屁,屁,匹寐,匹鼻,2259,王1 王2 王3 匹寐 広 ,4:6:至,4:06:至,407b0908,唇音,次清,滂,滂A
致,致,陟利,陟利,2260,王1 王2 王3 広 ,4:6:至,4:06:至,407b1003,舌音,全清,知,端開3
棄,棄/弃,詰利,詰利,2261,#N/A,4:6:至,4:06:至,408a0301,牙音,次清,溪,溪開A
寐,寐,彌二,蜜二,2262,王1 王3 密二 王2 彌二 広 ,4:6:至,4:06:至,408a0506,唇音,清濁,明,明A
緻,緻,直利,直利,2263,王1 王2 王3 広 ,4:6:至,4:06:至,408a0306,舌音,全濁,澄,定開3
杘,杘,丑利,丑利,2264,王1 王2 王3 広 ,4:6:至,4:06:至,408a0508,舌音,次清,徹,透開3
冀,冀,几利,几利,2265,王1 王2 王3 広 ,4:6:至,4:06:至,408a0701,牙音,全清,見,見開B
臮,臮,具冀,其器,2266,王2 王3 具器 王1 其冀 広 ,4:6:至,4:06:至,408a0808,牙音,全濁,羣,羣開B
悸,悸,其季,其季,2267,王1 王2 王3 広 ,4:6:至,4:06:至,408a1001,牙音,全濁,羣,羣合A
翠,翠,七醉,七醉,2268,王1 王2 王3 広 ,4:6:至,4:06:至,408a1006,齒音,次清,清,清合4
二,二,而至,而至,2269,王1 王2 王3 広 ,4:6:至,4:06:至,408b0103,半齒音,清濁,日,日開3
恣,恣,資四,資四,2270,王1 王2 王3姿 広 ,4:6:至,4:06:至,408b0203,齒音,全清,精,精開4
次,次,七四,七四,2271,王2 王3 広 〔〕四 王1,4:6:至,4:06:至,408b0301,齒音,次清,清,清開4
懿,懿,乙兾,乙利,2272,王1 王2 王3 乙冀 広 ,4:6:至,4:06:至,408b0502,喉音,全清,影,影開B
四,四,息利,息利,2273,王1 王2 王3 広 ,4:6:至,4:06:至,408b0604,齒音,全清,心,心開4
器,器,去冀,去冀,2274,王1 王2 王3 広 ,4:6:至,4:06:至,408b0904,牙音,次清,溪,溪開B
季,季,居悸,癸悸,2275,王1 王2 王3 居悸 広 ,4:6:至,4:06:至,408b0905,牙音,全清,見,見合A
鼻,鼻,毗至,毗四,2276,王1 王3 毗志  王2 毗至 広 ,4:6:至,4:06:至,409a0201,唇音,全濁,並,並A
䁤,瞲,香季,許鼻,2277,#N/A,4:6:至,4:06:至,409a0306,喉音,全清,曉,曉開A
痹,痹,必至,必至,2278,王1 王2 王3 広 ,4:6:至,4:06:至,409a0402,,,幫,幫A
萃,萃,秦醉,疾醉,2279,王1 王2 王3 秦醉 広 ,4:6:至,4:06:至,409a0502,齒音,全濁,從,從合4
地,地,徒四,徒四,2280,王1 王2 王3 広 ,4:6:至,4:06:至,409a0508,舌音,全濁,定,定開4
齂,齂,虚器,許器,2281,王1 王2 王3 虛器 広 ,4:6:至,4:06:至,409a0702,喉音,全清,曉,曉開B
肄,肄,羊至,羊至,2282,王1 王3 広 羊志 王2,4:6:至,4:06:至,409a0803,喉音,清濁,喩,羊開4
示,示,神至,神至,2283,王1 王2 王3 広 ,4:6:至,4:06:至,409a1002,齒音,全濁,牀三,船開3
自,自,疾二,疾二,2284,王1 王2 王3 広 ,4:6:至,4:06:至,409a1007,齒音,全濁,從,從開4
墜,墜,直類,直類,2285,王1 王2 王3 広 ,4:6:至,4:06:至,409b0102,舌音,全濁,澄,定合3
出,出,尺類,尺類,2286,王1 王2 王3 広 ,4:6:至,4:06:至,409b0105,齒音,次清,穿三,昌合3
遺,遺,以醉,以醉,2287,王1 王2 王3 広 ,4:6:至,4:06:至,409b0106,喉音,清濁,喩,羊合4
侐,侐,火季,火季,2288,王1 王2 王3 広 ,4:6:至,4:06:至,409b0304,喉音,全清,曉,曉合A
轛,轛,追萃,追萃,2289,王1 王2 王3 追萃 広 ,4:6:至,4:06:至,409b0401,舌音,全清,知,端3
屍,屍,矢利,矢利,2290,王1 王3 広 失二 王2 𧥱,4:6:至,4:06:至,409b0403,齒音,全清,審三,書開3
痓,痓,充自,充自,2291,王1 王3 充自 広 ナシ 王2,4:6:至,4:06:至,409b0402,齒音,次清,穿三,昌開3
㿷,㿷,楚愧,楚類,2292,王1 楚利 王3 楚愧 広 ナシ 王2,4:6:至,4:06:至,409b0405,齒音,次清,穿二,初合2
㽷,㽷,釋類,釋淚,2293,王2 釋類 広 ナシ 王1 王3,4:6:至,4:06:至,409b0406,齒音,全清,審三,書合3
志,志,職吏,之吏,2294,王1 王2 王3 職吏 広／王1 王2 王3 P2017 広 之利 P3696-2,4:7:志,4:07:志,409b0601,齒音,全清,照三,章3
値,値,直吏,直吏,2295,王1 王2 王3 広 ,4:7:志,4:07:志,409b0704,舌音,全濁,澄,定3
寺,寺,祥吏,辞吏,2296,王1 王2 王3 祥吏 広 ,4:7:志,4:07:志,409b0803,齒音,全濁,邪,邪4
蛓,蚝,七吏,七吏,2297,#N/A,4:7:志,4:07:志,409b0905,齒音,次清,清,清4
笥,笥,相吏,相吏,2298,王1 王2 王3 広 ,4:7:志,4:07:志,409b1004,齒音,全清,心,心4
試,試,式吏,式吏,2299,王1 王2 王3 広 ,4:7:志,4:07:志,410a0101,齒音,全清,審三,書3
胾,胾,側吏,側吏,2300,王1 王2 王3 広 ,4:7:志,4:07:志,410a0105,齒音,全清,照二,莊2
吏,吏,力置,力置,2301,王1 王2 王3 広 ,4:7:志,4:07:志,410a0205,半舌音,清濁,來,來3
字,字,疾置,疾置,2302,王1 王2 王3 広 ,4:7:志,4:07:志,410a0302,齒音,全濁,從,從4
眙,眙,丑吏,丑吏,2303,王1 王2 王3 広 ,4:7:志,4:07:志,410a0403,舌音,次清,徹,透3
餌,餌,仍吏,仍吏,2304,王1 王2 王3 広 ,4:7:志,4:07:志,410a0502,半齒音,清濁,日,日3
駛,駛,踈吏,所吏,2305,王1 王2 王3 踈吏 広 ,4:7:志,4:07:志,410a0705,齒音,全清,審二,生2
廁,廁,初吏,初吏,2306,王1 王2 王3 広 ,4:7:志,4:07:志,410a0804,齒音,次清,穿二,初2
異,異,羊吏,餘吏,2307,王1 王2 王3 羊吏 広 ,4:7:志,4:07:志,410a0901,喉音,清濁,喩,羊4
置,置,陟吏,陟吏,2308,王1 王2 王3 広 ,4:7:志,4:07:志,410a1004,舌音,全清,知,端3
事,事,鉏吏,鋤吏,2309,王1 王2 王3 鉏吏 広 ,4:7:志,4:07:志,410b0104,齒音,全濁,牀二,崇2
侍,侍,時吏,時吏,2310,王1 王2 王3 広 ,4:7:志,4:07:志,410b0101,齒音,全濁,禪,常3
忌,忌,渠記,渠記,2311,王1 王3 広 其既 王2,4:7:志,4:07:志,410b0201,牙音,全濁,羣,羣3
熾,熾,昌志,昌志,2312,王1 広 尺志 王2 王3 ,4:7:志,4:07:志,410b0405,齒音,次清,穿三,昌3
意,意,於記,於記,2313,王1 王3 広 於既 王2,4:7:志,4:07:志,410b0601,喉音,全清,影,影3
記,記,居吏,居吏,2314,王1 王2 王3 広 ,4:7:志,4:07:志,410b0605,牙音,全清,見,見3
亟,亟,去吏,去吏,2315,王1 王2 王3 広 ,4:7:志,4:07:志,410b0803,牙音,次清,溪,溪3
憙,憙,許記,許記,2316,王2 広 虛記 王3 虗記  王1 ,4:7:志,4:07:志,410b0606,喉音,全清,曉,曉3
䰯,䰯,魚記,魚記,2317,王1 王2 王3 広 ,4:7:志,4:07:志,410b0702,牙音,清濁,疑,疑3
未,未,無沸,無沸,2318,王1 王2 王3 広／王1 王2 王3 P2017 P3696-2 広 ,4:8:未,4:08:未,410b0901,唇音,清濁,微,明3
貴,貴,居胃,居謂,2319,王1 王2 王3 居胃 広 ,4:8:未,4:08:未,410b1007,牙音,全清,見,見合3
胃,謂,于貴,云貴,2320,#N/A,4:8:未,4:08:未,411a0103,喉音,清濁,于,于合3
魏,魏,魚貴,魚貴,2321,王1 王2 王3 広 ,4:8:未,4:08:未,411a0601,牙音,清濁,疑,疑合3
沸,沸,方味,府謂,2322,王1 王3 符謂 王2 方味 広,4:8:未,4:08:未,411a0702,唇音,全清,非,幫3
費,費,芳未,芳味,2323,王1 王3 芳未 広,4:8:未,4:08:未,411a0905,唇音,次清,敷,滂3
𥽂,𥽂,丘畏,丘畏,2324,王1 王2 王3 広 ,4:8:未,4:08:未,411a1004,牙音,次清,溪,溪合3
尉,慰,於胃,於謂,2325,#N/A,4:8:未,4:08:未,411a1007,喉音,全清,影,影合3
諱,諱,許貴,許貴,2326,王1 王2 王3 広 ,4:8:未,4:08:未,411b0302,喉音,全清,曉,曉合3
𥝋,𥝋,扶涕,扶沸,2327,王1 王2 王3怫 唐 扶涕 広,4:8:未,4:08:未,411b0306,唇音,全濁,並奉,並3
旣,旣,居豙,居未,2328,王1 王2 王3 唐 居□ 広,4:8:未,4:08:未,412a0101,牙音,全清,見,見開3
毅,毅,魚既,魚既,2329,王1 王2 王3 唐 広,4:8:未,4:08:未,412a0203,牙音,清濁,疑,疑開3
氣,氣,去既,去既,2330,王1 王2 王3 唐 広,4:8:未,4:08:未,412a0304,牙音,次清,溪,溪開3
欷,欷,許既,許既,2331,王1 王2 王3 唐 広,4:8:未,4:08:未,412a0403,喉音,全清,曉,曉開3
衣,衣,於既,於既,2332,王1 王2 王3 唐 広,4:8:未,4:08:未,412a0703,喉音,全清,影,影開3
䤒,䤒,其既,其既,2333,広 ナシ 王1 王2 王3 唐 ,4:8:未,4:08:未,412a0701,牙音,全濁,羣,羣開3
御,御,牛倨,魚據,2334,王1 王2 王3 牛據  唐 牛倨 広／王1 王2 王3 P3696-2 広 〔〕據 P2017,4:9:御,4:09:御,412a0801,牙音,清濁,疑,疑3
慮,慮,良倨,力據,2335,王2 王3 良據 唐 良倨 広,4:9:御,4:09:御,412a0804,半舌音,清濁,來,來3
據,據,居御,居御,2336,王1 王2 王3 唐 広,4:9:御,4:09:御,412a1001,牙音,全清,見,見3
覰,覰,七慮,七慮,2337,王2 王3 唐 広 〔〕慮 王1,4:9:御,4:09:御,412b0201,齒音,次清,清,清4
㰦,㰦,近倨,却據,2338,王1 王2 王3 丘〔〕唐 丘倨 広,4:9:御,4:09:御,412b0302,牙音,全濁,羣,溪3
署,署,常恕,常據,2339,王1 王3 常慮 王2 常恕 唐 広,4:9:御,4:09:御,412b0404,齒音,全濁,禪,常3
恕,恕,商署,式據,2340,王1 王2 王3 商署 唐 広,4:9:御,4:09:御,412b0502,齒音,全清,審三,書3
著,著,陟慮,張慮,2341,王1 王2 王3 所慮 唐  陟慮 広,4:9:御,4:09:御,412b0506,舌音,全清,知,端3
䬡,䬡,章恕,之據,2342,王1 王2 王3 章恕 唐 広,4:9:御,4:09:御,412b0602,齒音,全清,照三,章3
疏,疏,所去,所去,2343,王1 王2 王3  唐 所去 広,4:9:御,4:09:御,412b0705,齒音,全清,審二,生2
飫,飫,依倨,於據,2344,王1 王2 王3  衣倨 所去 依倨 広,4:9:御,4:09:御,412b0803,喉音,全清,影,影3
箸,筋,遟倨,治據,2345,#N/A,4:9:御,4:09:御,412b0907,舌音,全濁,澄,定3
遽,遽,其據,渠據,2346,王1 王2 王3 其倨 唐 其據 広,4:9:御,4:09:御,412b1003,牙音,全濁,羣,羣3
絮,絮,息據,息據,2347,王1 王2 王3 唐 広,4:9:御,4:09:御,413a0103,齒音,全清,心,心4
助,助,牀據,鋤據,2348,王1 王2 王3 床據 唐 牀據 広,4:9:御,4:09:御,413a0104,齒音,全濁,牀二,崇2
怚,怚,將預,子據,2349,王1 王2 王3 將預 唐 広,4:9:御,4:09:御,413a0203,齒音,全清,精,精4
詛,詛,莊助,側據,2350,王1 王2 王3 莊助 唐 広,4:9:御,4:09:御,413a0205,齒音,全清,照二,莊2
洳,洳,人恕,而據,2351,王2 王3  人庶 唐 人恕 広,4:9:御,4:09:御,413a0302,半齒音,清濁,日,日3
豫,豫,羊洳,余據,2352,王1 王2 王3 羊洳 唐 広,4:9:御,4:09:御,413a0305,喉音,清濁,喩,羊4
噓,噓,許御,虛據,2353,王2 唐 許御 廣,4:9:御,4:09:御,413a0808,喉音,全清,曉,曉3
女,女,尼據,娘據,2354,王3 乃據 王2 尼據 唐 廣,4:9:御,4:09:御,413a0901,舌音,清濁,孃,泥3
處,處,昌據,昌據,2355,王2 唐 廣 杵去 王1 王3,4:9:御,4:09:御,413a1001,齒音,次清,穿三,昌3
楚,楚,瘡據,初據,2356,王1 王3 瘡據 廣 ナシ 王2,4:9:御,4:09:御,413a0903,齒音,次清,穿二,初2
絮,悇,抽據,敕據,2357,王1 王3 抽據 唐絮 廣絮 ナシ 王2,4:9:御,4:09:御,413a1003,舌音,次清,徹,透3
𡲁,屐,徐預,徐預,2358,#N/A,4:9:御,4:09:御,413a1006,齒音,全濁,邪,邪4
遇,遇,牛具,虞樹,2359,王2 王3 牛具 唐 廣／王1 王2 王3 P2017 P3696-2 広,4:10:遇,4:10:遇,413b0101,牙音,清濁,疑,疑3
嫗,嫗,衣遇,紆遇,2360,王1 王2 王3 衣遇 広,4:10:遇,4:10:遇,413b0204,喉音,全清,影,影3
樹,樹,常句,殊遇,2361,王1 王2 王3 常句 唐 広,4:10:遇,4:10:遇,413b0207,齒音,全濁,禪,常3
住,住,持遇,持遇,2362,王1 王2 王3 唐 広,4:10:遇,4:10:遇,413b0402,舌音,全濁,澄,定3
附,附,符遇,符遇,2363,王1 王2 王3 唐 広,4:10:遇,4:10:遇,413b0405,唇音,全濁,奉,並3
注,注,之戍,之戍,2364,王1 王2 王3 唐 広,4:10:遇,4:10:遇,413b0704,齒音,全清,照三,章3
屨,屨,九遇,俱遇,2365,王2 王3 九遇 唐 広,4:10:遇,4:10:遇,413b0907,牙音,全清,見,見3
昫,煦,香句,香句,2366,#N/A,4:10:遇,4:10:遇,414a0104,喉音,全清,曉,曉3
戍,戍,傷遇,傷遇,2367,王1 王2 王3 広,4:10:遇,4:10:遇,414a0204,齒音,全清,審三,書3
裕,裕,羊戍,羊孺,2368,王1 王2 王3 羊戌 唐 広,4:10:遇,4:10:遇,414a0305,喉音,清濁,喩,羊4
孺,孺,而遇,而遇,2369,王1 王2 王3 広,4:10:遇,4:10:遇,414a0404,半齒音,清濁,日,日3
赴,赴,芳遇,撫遇,2370,王1 王2 王3 方遇 唐 芳遇 広,4:10:遇,4:10:遇,414a0504,唇音,次清,敷,滂3
務,務,亡遇,武遇,2371,王1 王2 王3 亡遇 唐 広,4:10:遇,4:10:遇,414a0705,唇音,清濁,微,明3
緅,緅,子句,子句,2372,王1 王2 王3 唐 広,4:10:遇,4:10:遇,414a1006,齒音,全清,精,精4
懼,懼,其遇,其遇,2373,王1 王2 王3 唐 広,4:10:遇,4:10:遇,414b0101,牙音,全濁,羣,羣3
芋,芋,王遇,羽遇,2374,王1 王2 王3 王遇 唐 広,4:10:遇,4:10:遇,414b0105,喉音,清濁,于,于3
屢,屢,良遇,良遇,2375,王1 王2 王3 良遇 唐 広,4:10:遇,4:10:遇,414b1006,半舌音,清濁,來,來
埾,埾,才句,才句,2376,王1 王2 王3 唐 広,4:10:遇,4:10:遇,414b0403,齒音,全濁,從,從4
捒,捒,色句,色句,2377,王1 王2數 王3 唐 広,4:10:遇,4:10:遇,414b0405,齒音,全清,審二,生2
付,付,方遇,府遇,2378,王2 王3 方遇 唐 広,4:10:遇,4:10:遇,414b0602,唇音,全清,非,幫3
娶,娶,七句,七句,2379,王1 王2 王3 唐 広,4:10:遇,4:10:遇,414b0705,齒音,次清,清,清4
註,註,中句,中句,2380,王1 王3 唐 広 陟句 王2 注,4:10:遇,4:10:遇,414b0802,舌音,全清,知,端3
驅,驅,區遇,匡遇,2381,唐 主遇 王2 王3 區遇 廣,4:10:遇,4:10:遇,414b0906,牙音,次清,溪,溪3
菆,菆,芻注,蒭注,2382,王3 唐 芻注 王2 廣,4:10:遇,4:10:遇,414b0908,齒音,次清,穿二,初2
,足,,即具,2383,#N/A,,4:10:遇,,,,,精4
尠,尠,思句,思句,2384,王1 王2 廣 ナシ 王2,4:10:遇,4:10:遇,414b1005,齒音,全清,心,心4
𨳳,𨳳,丑注,丑注,2385,廣 ナシ 王1 王2 王3,4:10:遇,4:10:遇,414b1003,舌音,次清,徹,透4
暮,暮,莫故,莫故,2386,王1 王2 王3 唐 広／王1 王2 王3 P2017 P3696-2 広,4:11:暮,4:11:暮,415a0201,唇音,清濁,明,明1
渡,渡,徒故,徒故,2387,王2 王3 唐 広,4:11:暮,4:11:暮,415a0505,舌音,全濁,定,定1
路,路,洛故,洛故,2388,王1 王2 王3 唐 広,4:11:暮,4:11:暮,415a0604,半舌音,清濁,來,來1
妒,妬,當故,當故,2389,王2 王3 唐 広,4:11:暮,4:11:暮,415b0201,舌音,全清,端,端1
菟,菟,湯故,湯故,2390,王2兔 王3 唐 広,4:11:暮,4:11:暮,415b0306,舌音,次清,透,透1
顧,顧,古暮,古暮,2391,王3 唐 広 古慕 王2 ,4:11:暮,4:11:暮,415b0502,牙音,全清,見,見1
誤,誤,五故,五故,2392,王3 唐 広 吾故 王2 ,4:11:暮,4:11:暮,415b0801,牙音,清濁,疑,疑1
護,護,胡誤,胡故,2393,王2 王3 胡誤 唐 廣,4:11:暮,4:11:暮,415b0906,喉音,全濁,匣,匣1
訴,訴,桑故,蘇故,2394,王2 王3 桑故 唐 廣,4:11:暮,4:11:暮,416a0204,齒音,全清,心,心1
祚,祚,昨誤,昨故,2395,王2 王3 昨誤 唐 廣,4:11:暮,4:11:暮,416a0505,齒音,全濁,從,從1
笯,笯,乃故,乃故,2396,王2 王3 広 奴故 唐 ,4:11:暮,4:11:暮,416a0605,舌音,清濁,泥,泥1
布,布,博故,博故,2397,王2 王3 唐 広,4:11:暮,4:11:暮,416a0701,,,幫,幫1
汙,汙,烏路,烏路,2398,王2 王3 唐 烏路 広,4:11:暮,4:11:暮,416a0804,喉音,全清,影,影1
怖,怖,普故,普故,2399,王2 王3 唐 広,4:11:暮,4:11:暮,416a0901,唇音,次清,滂,滂1
厝,厝,倉故,倉故,2400,王2 王3 唐 広,4:11:暮,4:11:暮,416a0906,齒音,次清,清,清1
絝,袴,苦故,苦故,2401,#N/A,4:11:暮,4:11:暮,416a1005,牙音,次清,溪,溪1
捕,捕,薄故,薄故,2402,王2 王3 唐 広,4:11:暮,4:11:暮,416b0302,唇音,全濁,並,並1
謼,謼,荒故,荒故,2403,唐 広 ナシ 王2 王3 ,4:11:暮,4:11:暮,416b0606,喉音,全清,曉,曉1
作,作,臧祚,臧祚,2404,広 ナシ 王2 王3  唐 ,4:11:暮,4:11:暮,416b0702,齒音,全清,精,精1
泰,泰,他蓋,他盖,2405,王2 王3 唐 広/王1 王2 王3 P2017 P3696-2 広,4:14:泰,4:12:泰,421a0901,舌音,次清,透,透開1
蓋,盖,古太,古太,2406,#N/A,4:14:泰,4:12:泰,421b0102,牙音,全清,見,見開1
艾,艾,五蓋,五盖,2407,王2 王3 唐 広,4:14:泰,4:12:泰,421b0203,牙音,清濁,疑,疑開1
藹,藹,於蓋,於盖,2408,王2 王3 唐 広,4:14:泰,4:12:泰,421b0303,喉音,全清,影,影開1
柰,㮏,奴帶,奴帶,2409,#N/A,4:14:泰,4:12:泰,421b0407,舌音,清濁,泥,泥開1
大,大,徒蓋,徒盖,2410,王2 王3 広,4:14:泰,4:12:泰,421b0601,舌音,全濁,定,定開1
害,害,胡蓋,胡盖,2411,王2 王3 広,4:14:泰,4:12:泰,421b0907,喉音,全濁,匣,匣開1
帶,帶,當蓋,都盖,2412,王2 王3 當蓋 広,4:14:泰,4:12:泰,421b1002,舌音,全清,端,端開1
貝,貝,博蓋,博盖,2413,王2 王3 広,4:14:泰,4:12:泰,422a0201,,,幫,幫1
霈,霈,普蓋,普盖,2414,王2 王3 唐 広,4:14:泰,4:12:泰,422a0502,唇音,次清,滂,滂1
會,會,黄外,黄帶,2415,王2 王3 黃外 唐 広,4:14:泰,4:12:泰,422a0602,喉音,全濁,匣,匣合1
兊,兊,杜外,杜帶,2416,王2 王3 杜外 唐 広,4:14:泰,4:12:泰,422a0705,舌音,全濁,定,定合1
儈,儈,古外,古兌,2417,王2 王3 古外 唐 広,4:14:泰,4:12:泰,422a0805,牙音,全清,見,見合1
最,最,祖外,作會,2418,王2 王3 租外 唐 祖外 広,4:14:泰,4:12:泰,422b0205,齒音,全清,精,精合1
𧬨,𧬨,呼會,虎外,2419,王1 王2 王3 呼會 唐 広,4:14:泰,4:12:泰,422b0301,喉音,全清,曉,曉合1
𥢶,𥢶,苦會,苦會,2420,王2 王3 唐 広,4:14:泰,4:12:泰,422b0401,牙音,次清,溪,溪合1
